X,Z
-83.7350229661059,28.120734392446266
-83.55699911192647,27.147346910521318
-83.32456871464578,26.311655130238183
-84.06352218495952,25.64468626970516
-84.83645963768211,25.014082390618242
-84.71702264120199,24.052442929920215
-84.58125542703999,23.068895705036304
-83.58125548893861,23.068894534917572
-82.8942057308764,22.37311241811356
-82.72819092978315,21.39307975253392
-82.49871986236761,20.491107351018126
-82.62588321737691,19.525787697926212
-82.81164286991955,18.546361730272498
-82.6107230232756,17.57230596383372
-83.596388969086,17.43519983140647
-83.51808588713926,16.457655523809784
-83.32674950269354,15.533160826659088
-83.05588239956874,14.601837301391503
-82.73079970219011,13.706727732774564
-82.83868382795454,12.715901823674676
-82.72439028578172,11.74055801706985
-82.54962039213689,10.76772852296388
-81.7507631056114,10.304238059768384
-81.57993599543455,9.339419134989672
-81.34910969109178,8.382888531915956
-80.99479101631276,7.487256073151496
-80.86136520477932,6.540498170233078
-80.97477331964082,5.582979502824717
-80.88884185292102,4.5996056334847575
-80.70520706042137,3.649870738176579
-80.63921623838672,2.6823260689779738
-80.30138208891202,1.7891047083366176
-80.09408230979437,0.8374001785503393
-80.35619745061268,1.7798624125618403
-80.12471082549389,0.850564950303595
-79.94401097235601,-0.08483356737510836
-79.64147285230717,-1.023702415600232
-79.29540673561327,-1.9425561242133245
-79.23250214118764,-2.9094368214532595
-79.17554926839499,-3.8895535994088157
-80.14882420522576,-4.118889460701211
-79.96770868930477,-5.03928105865927
-79.80051168163865,-6.017711666642414
-79.69073827827057,-6.998647172923853
-79.5389489621074,-7.967418645094026
-79.34817253759009,-8.916211726726443
-79.21774975669562,-9.87842728140998
-79.54180490020087,-8.943264839082673
-79.4586814611887,-9.933998119391056
-79.36204742588241,-10.903724237050383
-79.11912216209355,-11.837165605169844
-78.86634466444005,-12.778956732939326
-78.79145528782675,-13.775739926064412
-78.4694677623454,-14.68052515687045
-78.2130192514769,-15.62485719193128
-77.6656112596826,-16.40036188291827
-77.66632802805788,-17.390441524323226
-77.05139300975628,-18.11187979399678
-76.69718762810298,-19.00512415084185
-76.41674185601806,-19.929305907452523
-76.33758733559692,-20.912382134382277
-76.21636526595941,-21.89513521067594
-75.9706091694091,-22.834939546398026
-75.72063045804713,-23.783697467584204
-75.58179416989267,-24.7638355207926
-74.58321386549845,-24.795690242335056
-74.45683479974228,-25.780212774014753
-74.16453970231979,-26.717005005043458
-73.7637893129344,-27.574833028385108
-73.51229964407369,-28.529559862070858
-73.42997836895266,-29.506694756197746
-73.4313889353359,-30.502729060727887
-73.304276551973,-31.488194876074274
-72.77290549744787,-32.300587718985675
-72.61519755732147,-33.27101571561729
-72.47530458492864,-34.25307595488595
-72.39576915393381,-35.232318645507476
-72.53805750142084,-36.218611560768124
-72.45013441978821,-37.20455595554615
-71.73896794027803,-37.85708555907406
-71.61199264490489,-38.84469482921378
-71.61682744526937,-39.82218644575666
-72.00204256684762,-38.911497140903826
-71.50573447487834,-39.777648201221304
-71.34549477998678,-40.71670474311791
-71.26816656844095,-41.67237047329169
-71.67176977173598,-41.584219801961574
-71.77083201548989,-41.73881739894371
-71.69820626513733,-42.73519361772156
-71.5555473909089,-43.635520154295136
-71.5225163769468,-44.63328214379019
-71.55257336194269,-45.61557910249651
-71.45476981840811,-46.59472058773489
-71.38011546482196,-47.573773611470216
-71.34917294632469,-48.50075474759964
-71.49731163092527,-49.47264389306457
