X,Z
73.05868397912039,124.77164189763339
72.16313480934146,124.34498620715296
72.41366054270338,123.37993429953694
71.92952216546422,122.51423429441441
71.46713253168672,123.36694795181099
71.53036262952683,124.36150949011065
71.70822060769747,125.27939561971581
71.76517180727514,124.33582401728711
71.85227104601024,123.33976161749281
71.48127894799444,124.13105877867268
71.73819809507323,123.17438684912618
72.58080339365767,122.67188067213438
72.14650615175653,123.5724116729033
72.747938112692,124.36279427064726
73.55633414068765,123.84642152016127
73.01779279191958,123.02762019162988
73.36601396978698,123.95692134040303
73.22276078437622,122.9775044017592
72.7067046841471,122.13349776340795
72.82141688600264,121.1725925244604
72.2986889180328,120.32438504599163
72.32347013632884,119.37770855886086
72.07305231064666,118.41230085376355
71.51657007744264,117.60857603897601
71.15962144025701,117.46043942401363
70.84025363371482,116.5191896473743
70.4110702487488,115.63113297795142
70.44885124659827,116.60351268205297
70.07226852754715,115.69182622169012
69.63442931385062,114.81789931263414
69.27228279498676,113.89600630163619
69.1412754579587,114.83398393885636
69.96895991963791,114.47332727388387
70.06371586034581,113.51141912189419
70.67003688544365,112.90540895268605
70.54467288340956,111.94223041530789
70.64446417225629,110.96395574694598
70.72425126334423,109.98835462749199
70.33012963532866,109.08371413525988
70.25413992381185,108.0870160291279
69.85839202001478,107.18162719863986
69.32540593137969,106.35491184652578
68.92411360250847,105.45365641640767
68.56315277237607,104.54198189677106
68.64857806982758,103.57956062354984
68.10550612730097,102.74342527058617
67.97175930633352,103.69851025158593
67.58412173673932,102.78073050906548
67.16953283616898,101.88604791748568
66.76809918852065,100.9766118780551
66.48684426809545,100.04607344755864
66.07231754247032,99.14607329875415
66.17108970730166,100.00067802563672
65.90836703849263,99.07944399190322
66.66718332062825,98.47732746786066
66.25281621243106,97.57465661997274
65.84147965646245,96.6741761022067
66.27505113676992,97.54829790972896
65.86824645432267,96.63981471641394
65.45550199076946,95.73628880999149
65.03271477704696,94.83258310999462
64.59567701171824,93.93904095342423
65.01471777714208,94.83805155221516
65.4193490409763,95.74106526601669
65.8242487585227,96.64284234077205
65.34813558786698,95.77910771179596
64.93339150286731,94.87267932702473
64.70753365743288,93.92738943272832
65.20468809501205,94.7795907753969
64.76348006113678,93.8839482385122
64.3440760738582,92.97687145586757
64.78853671391002,93.87231050364795
65.22342193089914,94.76771413530264
65.63808565614858,95.67767588579311
66.06300297721388,96.58200548475469
66.50932198139826,97.475122138494
66.05656055180883,96.5835097805091
66.59361190894441,97.40180761923565
66.17821526835291,96.49755627380436
65.76227701843871,95.58959351082497
66.20143949356275,96.48797511465587
66.26856407463153,96.3865449951968
65.73335629865274,95.5638834547709
66.2709283000282,96.38474169720648
66.72112817580523,97.27239632252662
67.13531970468279,98.18258555870014
67.61533702487338,99.05717437973028
68.03520901706378,99.94733411052347
68.51202449313514,100.82122359554151
69.03408734830428,101.66590985793644
69.56358752520468,102.51204823481129
70.02865600678682,103.39595066408118
69.58600215502082,102.49932608115749
69.99732093288505,103.404684384065
69.5877315419047,102.49690272080767
69.46874894027957,102.4095847170656
69.16600851926715,101.46650965451175
69.32554617193243,101.64389647917285
69.32599562445253,101.64733139689073
69.74619600869407,102.5532140513758
70.2492894769792,102.14520321408172
70.69305230713671,103.03090194635253
71.12061810443674,103.93208211107891
70.69056139174691,103.04568776223184
70.79686629249778,103.81534935001464
70.36245323092218,102.93005940168521
70.8766863654659,103.78384368842568
70.57363183916947,102.83514768426112
70.69762272088424,103.6159352796675
70.1771533681131,102.77257137471852
69.76433586707945,101.8762248701198
69.37720472176409,100.96974667500065
68.90508720394863,100.0966683901939
68.55187828643811,99.16343246521004
68.95906793709439,100.07649343278852
68.82187449799447,99.825897972842
69.29488591846452,100.70389442897623
68.90355453045002,99.78376395504974
68.48400531962446,98.90243602425737
68.11294003327221,97.98636524167017
67.86929496588853,97.01659082385952
67.60741773268997,96.08665998557227
67.23478327949819,95.15897621959226
66.84904307440593,94.26240735884684
66.4370611777414,93.35125145878749
66.36513947821112,92.35388347812986
66.34189405639353,91.38426902804358
65.98140747498819,90.46058591011493
65.06091246228523,90.382985427488
65.27825086754208,91.3565815516196
65.14926092523834,92.22580421338526
65.44985860652494,91.38314042625872
65.01401021627457,90.4832099538462
64.85349034561865,89.4969661241909
64.80523282579591,90.29758346418512
64.71543532556511,89.36418490814017
64.77101285806876,88.36574646716944
64.52932170170567,87.42730886666665
64.30390980979237,86.46540432240694
64.23395441415522,85.47915143373616
64.25413144984869,84.51199357982426
64.2686878044917,83.51500074298548
64.12233542381767,82.572829211571
64.27814167777717,81.6776226493224
63.926574078702835,80.78135962043346
63.743955921528155,79.8220871300336
63.70117274177292,78.8303469330295
63.73532866396328,77.83412489530839
63.65069239931093,76.85238455570959
63.566014903196745,75.85602113568667
63.51209043501345,74.8619005204178
63.44747940140546,73.86869664449071
63.42002602346806,72.86955622329934
63.27641122111554,71.87992198195391
63.35468513877578,71.40395888335695
63.21614227056646,70.41518724239818
62.994865557531995,69.45289542905843
63.12643581597372,68.46267609920275
63.129581786661696,67.47620065006957
63.28140100247296,66.4956724603317
63.13029077160648,65.53514462326157
63.24065524112326,64.54125296826642
63.495321148631454,63.59190229136192
63.4293523765321,62.60386136199933
63.566442794148365,61.61526796232989
63.361340568002326,60.65029762762062
63.2568291366763,59.65622919399113
63.51448900652975,58.711901278559374
63.480717879389275,57.713266693142444
63.653994558544426,56.735874006650405
63.67106650577926,55.751218657015954
63.89953298986925,54.7853967644
64.18845764238472,53.86157051796251
63.72638606727421,52.986150383551475
63.45597370402343,52.03023082248204
63.08691338392226,51.127612717036854
63.168085402056235,50.134052890642955
63.08128807716138,49.19522487433221
62.889997016918144,48.218985357005835
62.33789440757292,47.3938081664297
62.127153182465854,46.87927185383942
62.05812768343203,45.881872842272465
61.59249357699953,44.99721987821987
61.486160765495434,44.00316386424754
61.279486860013456,43.03402659721128
61.2610855627323,42.036466647733754
61.20534913914206,41.03802190403878
60.9942376137697,40.0745189579623
60.789769667298074,39.1053469097383
60.814561896588366,38.18881940760596
60.58370414215107,37.216256231024694
60.594258204528735,36.21643356007844
60.46090329601137,35.23730684932898
60.434149005893715,34.23768582804049
60.459406504952,35.236754487170245
61.21497586035654,34.58735672090284
61.22980304262943,33.59273733311396
60.863841030007926,32.67117044060459
61.01509889288617,32.169808572406936
60.88365226980142,31.180756171475608
60.84712453658817,30.187546976046068
61.04899959557001,29.22339569442133
60.98957367917175,28.22698572453572
60.49267189192221,27.36357181242636
60.573491765950294,26.372922110769704
60.53534275454385,25.37927228773043
60.894702096089055,26.30249911135586
60.576498577183166,27.23415494712696
61.00805409817823,28.126866242800624
60.658445169167386,29.03855596303206
60.29784761170633,29.959671286308044
60.114213623992825,28.98251196793209
59.686120987171755,29.87130106563799
59.47638289688737,28.895025620635728
59.49696693024602,27.90523999779108
59.53889529788378,26.910868938763965
60.2361799769876,26.268476321520293
61.0054105187033,25.746487463682605
61.759983016370974,25.09031160364035
62.15980512603393,25.995392488533945
61.85830265359234,25.043190945514745
62.140229654364084,24.106907130162824
62.08812592786062,23.124170669006553
62.29665328192668,24.098352052239562
61.89842042553002,24.97139824892221
61.216752230417406,25.68285685973068
61.40193642160524,24.734171484096183
61.11105298949401,23.795568069609516
60.90319586523764,22.82995017719859
60.97379507980154,23.82605647726053
60.74847245116237,22.852533002614003
60.642664520383526,21.86198651104115
60.10293170038733,21.031780142497585
59.531360962268344,20.223724352262796
59.439773680617314,21.201232256662724
59.20832360738512,20.23407441984607
58.88106316957128,19.31562603205555
58.34925286727744,18.468784912015224
58.4405739804808,17.493181631835007
58.30482760089373,16.50284749970897
58.12304714402273,15.530446064650995
58.07315651680811,14.549474681143499
58.03763843307341,13.563525330176292
57.86021911345725,12.584457011456992
57.848173181094694,11.596592590155165
57.88553258121993,10.610000710977253
57.79677912862904,9.614849522836852
57.709848528532135,8.650701039345511
58.50181994378043,8.068799609504358
58.50415854598594,7.080563630673221
58.68034373557527,6.098983537325224
58.78140178417555,5.132435511422827
58.79021852400873,4.19646734076327
59.6238141048991,4.6206505516632355
60.00359227439852,5.355291909009323
59.85877078315739,4.36979465761463
59.57322876373366,3.4235501299580906
59.31735484888037,2.463212861722244
58.82926852655016,1.6360443460222944
59.46328480893578,0.9413034506782019
59.495655598299585,-0.053387529934688725
59.50870245378347,-1.051939074447401
59.506995682044774,-0.05194165252521443
59.70917723378502,0.8923571113110377
59.74068263251591,-0.10600676815174312
59.70826572376791,0.887806925010204
59.76473246463169,-0.05956576712059722
59.76189731386048,0.9403436067286876
59.77694496913822,-0.0384473790269306
59.78786277710236,-1.0383084632328983
59.7626017423085,-2.036600373554597
59.74707955858581,-1.0368154716132891
59.67293489301566,-2.033981729734574
59.92366343790315,-3.000967315825136
59.91991124497606,-4.000931751569143
60.20790010075575,-3.0433230281974657
60.36703206960834,-4.028411509083248
59.91166775273292,-3.147614231070536
59.85988316488955,-4.14482028311428
59.8310839740433,-3.1496882323105844
59.88912120123664,-4.1469741364435055
59.69660758118136,-5.126347064229651
59.96384162261308,-6.089588134394476
59.9287405592405,-5.090569526510239
59.82473599631872,-6.08260833403576
59.801797510644164,-7.079738808583538
59.83994679777576,-8.078305167642622
59.86680276961544,-9.07434319895215
59.83147241909666,-10.073705597908766
59.798917988392795,-9.075478060080176
60.371608365945406,-8.707285202208404
60.242439081357006,-9.692945972819578
60.20624090202178,-10.665214039113911
60.97713063416949,-10.972141196074233
61.18866184369425,-11.94107022075732
61.24898366922644,-12.928837732678906
61.319651912172894,-13.919091428070889
61.714162161163074,-14.178182679198805
61.67492092921242,-15.17721724002318
61.7410139152281,-16.165712951865803
62.30960868389076,-16.492937729111002
62.278419179524555,-15.494089990246524
62.31138402062099,-16.47631519948679
62.23841178642863,-16.45430231103062
61.985757570308756,-15.821318842736481
62.09538349157909,-15.932155329206225
62.34250482656927,-14.981459033813026
62.51560744514659,-15.202292725235836
62.224903245821565,-14.647001999651646
61.93184863320284,-15.534635021719948
62.91271405837368,-15.340224489739658
63.35961172877172,-14.465541315850095
63.52503748639606,-13.49290014810182
63.99707500108905,-13.068085928197238
63.86133361676626,-12.095735213710823
64.25270891339537,-11.228279668868039
64.09929830998855,-12.193335993066277
64.36212526836331,-11.330223020164576
64.86897793213178,-10.711351887863733
64.78503459722832,-10.855112571469837
64.52356521322287,-11.806103307638718
64.60827151424476,-10.826498789564203
64.90260212599846,-9.87943612753558
64.7626569894029,-10.857843223911777
64.45955888661726,-11.77751072191866
64.16499825765345,-12.724141437451587
64.5260604046939,-11.801781286694359
64.27410862768883,-11.59612577652274
64.39723895159008,-10.609168780776441
64.25922661088688,-11.596366860958668
63.86554185504446,-10.67774209389659
63.53183565309207,-11.618345247480887
63.06585243138575,-12.491560808274246
62.743725393306065,-13.417447343136825
63.73077402147175,-13.57577052470346
63.597469573462384,-14.566828915261187
63.39746318046389,-15.545806129912906
63.04424193597066,-16.47095755279044
62.8168438782828,-17.442714184610875
62.02094891339466,-17.423866259299388
61.8237956148624,-18.401058559084554
61.39959933244361,-19.305520970668496
61.31971128406363,-20.302314716224277
61.405384064061366,-19.316631163161357
61.25825296577048,-20.303964485780355
61.09127704700566,-21.288590938283377
60.83202165601783,-20.327204030624685
60.7897604829623,-21.324904656134212
60.64705595129808,-22.30694757035333
60.58741960117643,-23.298828273851466
60.511415465746985,-24.295916901954108
60.67359513004531,-23.321252543776826
60.82865068343905,-22.342251828709966
60.7532030357315,-23.334433231288465
60.53385904714976,-24.30692626528521
60.39243474982588,-25.29639327239535
60.21320727849346,-26.27792520683762
60.22121523643029,-25.28265785852466
60.81218592795337,-25.608574144609058
60.91782519861789,-24.616150792637317
60.953391411266836,-23.62057069599843
61.014999192337854,-22.625682037637024
61.222286698095516,-23.547888896120128
61.28032590718111,-22.55627787635595
61.18773561347973,-23.548274598417425
61.01179640202307,-24.52440428375611
60.917443760323195,-25.51228584250278
61.01938929369165,-24.524090665115242
60.85721075739442,-25.496837618869495
60.75680815209007,-26.4917025363785
60.383668391410566,-27.41678393329977
60.45237643880477,-28.413918923367405
60.52655908275493,-27.422866109661182
60.45073130907361,-28.419671504520647
60.528879758483264,-27.425992454542882
60.395757517246864,-28.416586425014273
60.37213632401239,-29.41334899385326
60.5142385658373,-30.402613839760082
60.24398189629693,-31.357559833221774
60.15484965867215,-32.35252115328333
60.05780200838518,-33.34493467653357
60.05577680983952,-34.3412970544406
59.97836989774126,-35.337846817640234
59.84119511372075,-36.31756479887509
59.88117990931179,-37.315991806253926
59.802690046663436,-38.31288836660168
59.73228580876093,-39.31033791348735
60.083160826249795,-40.24671645015255
60.02640206222113,-41.244805963678274
59.93215400173496,-42.24011985061038
59.85919993992641,-43.23643428218782
59.73759069485241,-44.22880923628481
59.6637880658157,-45.21989413131557
59.59426311957062,-46.21495917448418
59.69688645435933,-47.20507805960078
59.71263307674751,-48.2049520894102
60.44277640752157,-48.33514390967066
60.375474433054414,-49.33276811791833
60.298732809780766,-50.32510764967346
60.20887078449655,-51.31399895564009
60.13592255909083,-52.31027338311383
59.97530973140247,-53.293339061106614
59.922729966256775,-54.29170796674437
59.820022798064755,-55.28560803002386
59.832710820051425,-56.285198073410164
59.76491903370449,-57.282653697033844
59.63514309043275,-58.26997745056388
59.565202322948224,-59.26745285269057
59.62601482090125,-60.2499694196084
59.29765709589818,-61.1904213277343
59.192656003812665,-62.18357750306752
59.18166667078444,-63.18026503169523
59.11670751048626,-64.17801467732725
59.03088925665052,-65.17328605481
58.96377033286795,-66.17034819045783
58.946112113278616,-67.16926321291817
58.89568199510033,-68.16564335782229
58.816619122409755,-69.15966812283867
58.752145355531745,-70.15521742514417
58.65291001346339,-71.14953636085569
58.470392483720474,-72.13238042751138
58.48493356532667,-73.13030546743589
58.29506093781798,-74.11148489359975
58.21147224102991,-75.10794311193649
58.11274093154158,-76.10297696553546
58.00688375857886,-77.09731272588664
57.86396215061531,-78.0858098686135
57.80283463368635,-79.08369228133296
57.88914972928147,-80.07454018242966
57.919002974159035,-81.07276988293485
58.02093828211607,-82.05730136702532
57.87223489981496,-83.03930443631046
57.906120897991464,-84.03825103321702
57.84313297183864,-85.03256099192917
57.9311944678328,-86.02688802782458
57.91005319338484,-87.02621199024978
57.84229244830957,-88.01650899059669
57.813926551072704,-89.014859116518
57.940812059724955,-90.00547259406598
57.78227233066809,-90.99281693017592
57.509266371118756,-91.95269439186069
57.426700424216314,-92.94740628947231
57.41050220109668,-93.94270703300596
57.46744867641535,-94.93927168031702
57.451361553276065,-95.9367436045433
57.48117288891494,-96.93045705603491
57.502701208728375,-97.92465866194382
57.41321676868431,-98.9191266114388
57.42567544470031,-99.91472977218004
57.36720454180146,-100.91301264416609
57.245063642339765,-101.90354657771579
57.344375211777944,-102.89859790576979
57.220118339577155,-103.89043400015389
57.12425609261212,-104.88581246927856
57.07087504893218,-105.87376901215717
57.07536986682756,-106.87073821215184
56.951584873217655,-107.84439245116927
56.73052269649311,-108.81788510798359
56.573429606787386,-109.80072382908757
56.48182893851493,-110.79514746720932
56.312774048493104,-111.77397334641394
56.303178332943524,-112.76961912592118
56.30692323451084,-113.76410110947846
56.25396988771214,-114.76268136568015
56.191141349169754,-115.76070009283845
56.18295976197619,-116.75987394432354
56.111837159625324,-117.75263546957969
56.019415146173664,-118.7479492766761
55.90043054141433,-119.73488891046817
56.086130523350384,-120.71712820344014
55.998194358797406,-121.69388560013226
55.943854519356,-122.69222986425605
55.89585885835195,-123.6906177150973
55.79913714637363,-124.67762842922347
55.68991497136528,-125.67055724984338
55.26865941998436,-126.51843851168154
55.2336669503241,-127.51735817636354
55.12217543986034,-128.51033714160596
