X,Z
86.91404133729642,-46.325149952595865
86.25388270810562,-46.895979790503326
85.6497264244171,-47.54105960062902
84.98232315120939,-48.128059418578346
84.2942619422554,-48.68427687703177
83.57744422586443,-49.24110611250283
82.9505587947766,-49.88679533660245
82.35605495723372,-50.57342050535147
81.69546554184181,-51.11375774710227
81.05584057189569,-51.757912174636296
80.40507713447963,-52.35829009858681
79.77273113796376,-53.02548694838541
79.094087057615,-53.59335345384053
78.50433986741278,-54.2795968241037
77.83411967331982,-54.84775136518346
77.1871804945794,-55.47092549181889
76.47526106733478,-56.06273646275018
75.9143676525874,-56.77917006869935
75.25478105200135,-57.359132554132074
74.62797156375653,-58.003330384197646
73.94293741379103,-58.58423919403057
73.3067221377042,-59.20170114292555
72.61541810021627,-59.76967205561263
71.95400401098998,-60.37436585589702
71.20689091706028,-60.9042618865306
70.54553033125353,-61.53602102250966
69.90260539092104,-62.09618987335618
69.21728876957054,-62.66763418068452
68.70283647049946,-63.29348752319577
68.03946889792283,-63.89056699255514
67.38627279829916,-64.49845870635816
66.74975871459179,-65.11260358390103
66.12482388699823,-65.76992131702715
66.19803190844137,-66.59829778128768
65.5751242454548,-67.21010042990923
64.94363963894455,-67.84137770126199
64.31659693540632,-68.45651172664493
63.811834625942645,-69.2138439076315
63.507773277796765,-70.0375468378663
62.961758491429435,-70.70389407257109
62.366067803057376,-71.38723098401437
61.68759106323168,-71.96665321937077
61.109608930578396,-72.59773437203678
60.43501813223429,-73.19976059180341
59.77429647477673,-73.70800326849502
59.12815761932229,-74.31454651875109
58.5900606142494,-74.98311929335226
57.92458412113595,-75.58813184846319
57.30066285220484,-76.22703235002328
56.64147438846877,-76.81471268330705
56.02770372294942,-77.44317902433514
55.96252700908589,-78.40576180487443
55.25470949711091,-78.93968187823872
54.669300955712785,-79.58230779406405
54.0185318695717,-80.15696320676614
53.39099848420269,-80.77645836966883
52.772104876024876,-81.42912103802286
52.14594275084278,-82.01731933349603
51.5191458051487,-82.66427096584235
50.87305687961261,-83.23302954678341
50.23203398878037,-83.85399750747631
49.58990660969191,-84.47220074692252
48.93938915358491,-85.11076349681039
48.2801210388727,-85.73920345379918
47.64604003543244,-86.36523878292331
46.9917800379106,-86.96755424501629
46.31022111303323,-87.55250482198728
45.666687279026924,-88.17341465037124
44.96331222760672,-88.72321620282563
44.35059301470052,-89.39166420465529
43.7756109031492,-90.11147697477008
43.10824765836888,-90.72291781809443
42.45162864812781,-91.33374655463784
41.82836210611498,-91.98080998213375
41.09035600147532,-92.47560837803957
40.4042391935242,-93.0120951136184
39.777230206543585,-93.72679078215582
39.163501798336036,-94.35030525607712
38.63780458325871,-94.94296325816721
37.99084366530666,-95.56871256472377
37.33513000772033,-96.18320903651146
36.77565095789636,-96.93331340919455
36.17572875574965,-97.565600558792
35.540205185311564,-98.20511960806516
34.94095434129624,-98.87208814599471
34.42123911072357,-99.53881876524765
33.757043286277764,-100.14027524355195
33.063256226382315,-100.72289397426682
32.35311166821422,-101.3260029128446
31.638240356222497,-101.83916264359914
30.949462616031013,-102.43216610414072
30.30559466742458,-103.04975151489683
29.656509870050773,-103.64963168986138
29.01708429577284,-104.24849344456462
28.358667839109334,-104.86115795346204
27.673836398765797,-105.40547277697709
26.946965168911547,-105.93666667249737
26.24210860314923,-106.47174436336276
25.501401068184677,-107.00483085248513
24.764171950909308,-107.5275755417095
24.12864095575587,-108.15484831445993
23.45987819497792,-108.74936695617433
22.850679155050837,-109.37717951066755
22.12694788255488,-109.92049401894299
21.31762737034159,-110.35209879920943
20.508035324540522,-110.79249522996072
20.03749752188511,-111.49103721374367
19.400878367988824,-112.13024873327124
18.757104434053897,-112.73213312069785
18.111944706743785,-113.29856123715899
17.51313352330846,-113.94699163653104
17.139650737705058,-114.55233510913669
